Date,Open,High,Low,Close
29-April-2016,11010.67,11067.55,10935.30,11042.92
2-May-2016,11066.69,11173.07,11035.85,11164.40
3-May-2016,11187.20,11251.07,11055.59,11069.36
4-May-2016,11063.42,11070.49,10916.31,10933.93
5-May-2016,10954.76,10981.59,10891.05,10924.50
6-May-2016,10929.07,10985.02,10879.64,10965.28
9-May-2016,10971.53,11110.95,10971.45,11102.18
10-May-2016,11110.75,11142.06,11097.81,11124.88
11-May-2016,11067.27,11179.64,11010.51,11143.31
12-May-2016,11160.00,11233.06,11160.00,11220.67
13-May-2016,11231.51,11263.49,11144.47,11156.07
16-May-2016,11166.00,11205.76,11130.92,11189.07
17-May-2016,11221.52,11272.19,11195.59,11203.61
18-May-2016,11186.23,11213.83,11141.10,11202.69
19-May-2016,11206.49,11237.38,11067.84,11077.23
20-May-2016,11088.79,11130.87,11010.96,11023.18
23-May-2016,11032.37,11076.12,10980.27,10991.09
24-May-2016,10994.07,11003.65,10902.35,10973.30
25-May-2016,11016.97,11097.09,11015.81,11079.97
26-May-2016,11085.49,11205.12,11085.49,11191.27
27-May-2016,11219.04,11364.23,11217.16,11347.03
30-May-2016,11372.97,11423.24,11324.64,11386.36
31-May-2016,11414.43,11423.33,11338.13,11366.04
1-June-2016,11389.00,11441.27,11320.33,11332.32
2-June-2016,11332.52,11414.82,11302.69,11406.72
3-June-2016,11428.83,11492.52,11377.82,11394.64
6-June-2016,11408.26,11423.79,11362.32,11384.14
7-June-2016,11398.56,11456.77,11394.30,11417.06
8-June-2016,11425.70,11485.63,11425.70,11475.91
9-June-2016,11495.10,11521.07,11400.94,11421.84
10-June-2016,11427.34,11490.90,11359.95,11376.37
13-June-2016,11344.39,11344.39,11245.38,11319.66
14-June-2016,11348.31,11371.98,11287.16,11340.45
15-June-2016,11369.06,11428.55,11356.87,11406.70
16-June-2016,11408.08,11414.99,11285.47,11364.63
17-June-2016,11388.99,11442.07,11321.66,11359.06
20-June-2016,11334.70,11421.94,11278.72,11404.15
21-June-2016,11428.03,11453.94,11405.25,11418.31
22-June-2016,11431.13,11462.10,11374.26,11405.01
23-June-2016,11404.41,11446.06,11370.32,11436.17
24-June-2016,11244.07,11318.01,11010.99,11313.41
27-June-2016,11328.68,11423.38,11301.85,11404.05
28-June-2016,11423.90,11481.43,11419.45,11459.21
29-June-2016,11491.32,11586.77,11490.46,11571.94
30-June-2016,11592.45,11733.43,11592.45,11717.22
1-July-2016,11751.61,11885.19,11751.22,11857.56
4-July-2016,11892.87,11970.17,11892.87,11926.63
5-July-2016,11933.54,11966.95,11875.89,11916.69
7-July-2016,11924.64,11944.11,11858.45,11867.39
8-July-2016,11881.12,11912.23,11825.46,11880.37
11-July-2016,11925.69,12078.59,11924.98,12057.27
12-July-2016,12083.29,12130.05,12065.58,12116.53
13-July-2016,12141.32,12163.41,12018.04,12049.52
14-July-2016,12064.18,12122.05,12044.13,12114.78
15-July-2016,12148.01,12203.39,12111.41,12125.21
18-July-2016,12165.22,12188.49,12038.36,12050.05
19-July-2016,12067.98,12102.59,11997.93,12071.97
20-July-2016,12085.24,12193.06,12084.39,12181.19
21-July-2016,12244.01,12276.38,12150.50,12157.80
22-July-2016,12173.53,12283.84,12161.86,12277.25
25-July-2016,12302.42,12410.35,12292.21,12400.20
26-July-2016,12425.61,12520.08,12395.36,12421.23
27-July-2016,12451.05,12522.81,12397.30,12495.88
28-July-2016,12520.34,12608.24,12508.10,12573.28
29-July-2016,12603.76,12704.84,12586.47,12661.06
1-August-2016,12734.00,12818.39,12594.50,12708.73
2-August-2016,12735.69,12802.97,12616.71,12629.97
3-August-2016,12639.20,12655.16,12416.75,12440.63
4-August-2016,12529.66,12538.24,12398.17,12487.58
5-August-2016,12524.68,12707.60,12521.65,12698.44
8-August-2016,12745.67,12849.01,12703.24,12824.32
9-August-2016,12846.55,12846.55,12703.04,12779.97
10-August-2016,12789.90,12808.20,12615.22,12644.36
11-August-2016,12657.77,12678.74,12532.91,12648.01
12-August-2016,12658.08,12789.89,12656.30,12753.41
16-August-2016,12792.86,12855.50,12746.54,12823.70
17-August-2016,12841.72,12922.76,12834.13,12911.61
18-August-2016,12937.42,12994.08,12931.20,12967.71
19-August-2016,12996.35,13063.08,12983.99,13035.17
22-August-2016,13053.76,13079.56,12962.23,12981.03
23-August-2016,12995.42,12995.45,12884.90,12945.30
24-August-2016,12965.08,13039.34,12961.89,13023.88
25-August-2016,13050.80,13100.26,12957.93,12977.94
26-August-2016,13004.55,13055.74,12939.11,13000.15
29-August-2016,13022.67,13077.79,12937.49,13064.33
30-August-2016,13093.50,13182.74,13093.34,13168.39
31-August-2016,13187.87,13283.94,13187.11,13217.31
1-September-2016,13235.66,13275.72,13125.19,13166.87
2-September-2016,13184.29,13241.92,13181.11,13230.94
6-September-2016,13282.20,13488.33,13282.20,13474.12
7-September-2016,13510.59,13525.71,13428.25,13459.47
8-September-2016,13481.70,13489.34,13415.88,13479.37
9-September-2016,13456.85,13474.96,13322.56,13345.32
12-September-2016,13222.01,13222.01,12937.73,12951.89
14-September-2016,12976.91,13135.40,12955.75,13125.13
15-September-2016,13134.98,13153.01,13046.40,13092.11
16-September-2016,13143.88,13272.36,13027.98,13050.51
19-September-2016,13079.62,13148.47,13069.01,13132.37
20-September-2016,13157.94,13182.98,13097.82,13120.60
21-September-2016,13135.25,13193.13,13096.41,13111.77
22-September-2016,13210.49,13302.21,13201.95,13294.56
23-September-2016,13314.34,13398.71,13303.68,13331.97
26-September-2016,13331.42,13355.21,13239.31,13260.82
27-September-2016,13280.15,13347.43,13243.14,13275.62
28-September-2016,13318.93,13409.89,13298.42,13397.00
29-September-2016,13448.39,13492.16,12838.70,12914.71
30-September-2016,12913.31,13184.86,12886.97,13166.68
3-October-2016,13191.54,13490.00,13189.36,13482.76
4-October-2016,13519.09,13572.60,13475.40,13549.51
5-October-2016,13575.42,13638.87,13521.79,13617.36
6-October-2016,13653.77,13713.09,13483.78,13540.98
7-October-2016,13578.62,13621.71,13491.36,13542.62
10-October-2016,13583.14,13626.63,13506.15,13515.05
13-October-2016,13518.02,13518.02,13205.79,13311.96
14-October-2016,13331.78,13431.67,13331.01,13419.62
17-October-2016,13448.16,13485.82,13268.65,13292.24
18-October-2016,13335.69,13558.03,13335.69,13543.99
19-October-2016,13568.57,13595.68,13487.69,13552.71
20-October-2016,13587.02,13651.59,13549.32,13560.19
21-October-2016,13578.67,13611.77,13518.65,13602.38
24-October-2016,13632.06,13669.04,13568.52,13584.93
25-October-2016,13568.97,13580.23,13491.00,13543.70
26-October-2016,13543.72,13572.24,13391.97,13421.34
27-October-2016,13379.98,13386.00,13225.12,13282.17
28-October-2016,13320.55,13428.31,13308.82,13408.27
30-October-2016,13474.14,13493.86,13458.01,13473.11
1-November-2016,13501.31,13534.12,13427.68,13441.43
2-November-2016,13393.47,13393.47,13181.24,13194.00
3-November-2016,13215.15,13285.84,12985.58,13014.56
4-November-2016,13035.63,13049.66,12752.99,12839.53
7-November-2016,12908.72,13049.01,12893.63,12914.89
8-November-2016,12950.14,12977.84,12865.18,12961.42
9-November-2016,12424.53,12751.27,11886.84,12721.66
10-November-2016,12874.59,13043.99,12873.93,12931.58
11-November-2016,12843.42,12843.42,12422.49,12464.02
15-November-2016,12487.24,12488.97,11899.43,11977.02
16-November-2016,12036.20,12197.60,11938.38,12044.47
17-November-2016,12060.95,12163.96,11965.39,11999.25
18-November-2016,12037.37,12105.00,11990.18,12072.43
21-November-2016,12098.14,12116.55,11718.03,11734.33
22-November-2016,11793.91,11926.99,11728.58,11897.52
23-November-2016,11956.84,12059.44,11897.89,12042.45
24-November-2016,12031.37,12062.21,11944.70,12026.26
25-November-2016,12039.79,12199.19,12035.97,12183.02
28-November-2016,12194.29,12318.59,12161.80,12301.29
29-November-2016,12314.76,12434.47,12314.62,12366.86
30-November-2016,12405.43,12512.26,12400.25,12498.62
1-December-2016,12520.71,12545.62,12345.67,12355.03
2-December-2016,12345.44,12345.68,12176.18,12199.18
5-December-2016,12230.20,12295.84,12203.50,12280.06
6-December-2016,12310.56,12401.34,12310.20,12344.34
7-December-2016,12366.73,12404.40,12258.77,12324.54
8-December-2016,12363.45,12523.59,12360.40,12508.34
9-December-2016,12533.26,12547.88,12495.55,12535.22
12-December-2016,12544.66,12565.56,12363.96,12395.65
13-December-2016,12415.59,12427.79,12300.84,12341.89
14-December-2016,12354.88,12368.97,12231.04,12241.19
15-December-2016,12218.70,12336.13,12155.27,12240.89
16-December-2016,12257.69,12275.18,12182.80,12236.57
19-December-2016,12267.81,12268.31,12157.18,12174.04
20-December-2016,12188.47,12200.85,11996.78,12004.16
21-December-2016,12014.13,12057.54,11973.95,11984.64
22-December-2016,11979.32,11984.16,11792.58,11808.57
23-December-2016,11801.59,11875.99,11728.76,11760.78
26-December-2016,11778.57,11778.57,11492.19,11505.83
27-December-2016,11536.54,11716.44,11448.65,11702.83
28-December-2016,11736.83,11856.36,11731.63,11764.82
29-December-2016,11773.12,11917.94,11764.48,11904.55
30-December-2016,11948.78,12066.12,11948.43,12031.34
2-January-2017,12073.51,12144.18,12008.69,12131.40
3-January-2017,12151.37,12224.67,12135.46,12205.13
4-January-2017,12239.87,12288.16,12179.08,12194.63
5-January-2017,12228.83,12364.24,12228.83,12355.63
6-January-2017,12386.84,12448.36,12297.37,12321.72
9-January-2017,12344.01,12371.03,12319.40,12349.80
10-January-2017,12372.77,12455.89,12365.68,12448.56
11-January-2017,12477.23,12633.08,12477.23,12618.58
12-January-2017,12638.37,12666.66,12573.64,12642.49
13-January-2017,12670.79,12698.51,12594.42,12639.03
16-January-2017,12659.06,12695.26,12609.07,12673.00
17-January-2017,12698.00,12757.21,12651.48,12672.79
18-January-2017,12694.47,12776.82,12690.73,12729.41
19-January-2017,12744.81,12799.11,12736.54,12781.17
20-January-2017,12783.98,12787.91,12564.85,12583.89
23-January-2017,12591.30,12652.72,12562.65,12644.75
24-January-2017,12679.41,12783.78,12667.36,12766.72
25-January-2017,12790.70,12891.36,12784.75,12881.66
27-January-2017,12908.51,13030.97,12904.07,12964.73
30-January-2017,12968.72,13025.90,12927.77,13000.95
31-January-2017,13038.42,13043.11,12836.86,12857.47
1-February-2017,12888.48,13095.06,12836.10,13085.24
2-February-2017,13117.56,13237.74,13096.80,13205.36
3-February-2017,13253.00,13364.08,13251.17,13285.41
6-February-2017,13341.38,13441.51,13340.51,13430.94
7-February-2017,13452.44,13487.63,13342.75,13406.98
8-February-2017,13450.50,13496.49,13363.14,13474.98
9-February-2017,13486.13,13548.84,13393.02,13506.61
10-February-2017,13538.65,13562.69,13451.36,13468.41
13-February-2017,13492.86,13514.44,13340.79,13417.95
14-February-2017,13439.46,13439.46,13308.71,13342.59
15-February-2017,13359.91,13363.87,13159.91,13187.82
16-February-2017,13203.49,13363.71,13164.88,13352.59
17-February-2017,13403.18,13455.26,13369.43,13422.89
20-February-2017,13462.29,13529.10,13426.73,13514.49
21-February-2017,13522.75,13601.42,13516.49,13585.33
22-February-2017,13598.58,13610.20,13480.25,13506.93
23-February-2017,13510.22,13579.42,13506.98,13532.11
27-February-2017,13547.54,13576.62,13522.35,13533.78
28-February-2017,13549.79,13596.94,13510.38,13552.22
1-March-2017,13551.87,13630.43,13551.30,13569.56
2-March-2017,13608.26,13652.00,13354.32,13377.78
3-March-2017,13386.15,13418.79,13317.35,13409.04
6-March-2017,13443.82,13500.57,13440.66,13485.27
7-March-2017,13516.86,13540.00,13483.62,13503.84
8-March-2017,13512.24,13535.48,13368.73,13428.27
9-March-2017,13424.64,13459.21,13379.62,13399.68
10-March-2017,13422.47,13481.80,13343.40,13365.59
14-March-2017,13567.85,13600.21,13483.90,13557.20
15-March-2017,13585.42,13723.10,13580.58,13700.59
16-March-2017,13741.90,13922.96,13741.90,13912.35
17-March-2017,13951.22,13962.11,13834.88,13893.14
20-March-2017,13919.34,13934.35,13874.69,13916.79
21-March-2017,13926.71,13927.23,13781.41,13853.52
22-March-2017,13823.83,13823.83,13676.43,13721.45
23-March-2017,13761.94,13866.64,13761.94,13853.40
24-March-2017,13863.61,13923.55,13834.21,13849.18
27-March-2017,13875.95,13890.27,13794.15,13812.08
28-March-2017,13857.01,13926.01,13843.56,13911.65
29-March-2017,13948.78,13979.52,13897.64,13930.60
30-March-2017,13956.75,14009.37,13944.42,13985.52
31-March-2017,13992.84,14109.98,13991.05,14096.65
3-April-2017,14142.63,14197.67,14125.80,14189.69
5-April-2017,14228.43,14266.94,14195.41,14255.55
6-April-2017,14270.66,14285.76,14204.58,14276.54
7-April-2017,14258.10,14360.57,14209.28,14233.16
10-April-2017,14281.57,14343.17,14246.73,14322.29
11-April-2017,14347.12,14433.30,14339.36,14378.72
12-April-2017,14390.63,14442.59,14214.78,14346.87
13-April-2017,14359.92,14381.13,14327.52,14350.96
17-April-2017,14363.12,14405.47,14317.00,14387.07
18-April-2017,14437.68,14549.19,14282.04,14296.13
19-April-2017,14307.33,14404.63,14275.90,14390.26
20-April-2017,14426.85,14515.32,14426.85,14485.49
21-April-2017,14529.42,14567.43,14444.95,14487.92
24-April-2017,14528.81,14629.47,14519.11,14625.73
25-April-2017,14709.20,14787.81,14707.65,14780.58
26-April-2017,14803.14,14849.66,14642.70,14762.73
27-April-2017,14788.60,14814.25,14752.62,14772.45
28-April-2017,14787.78,14834.25,14758.25,14798.45
2-May-2017,14829.81,14904.73,14738.60,14855.34
3-May-2017,14892.73,14948.37,14790.04,14810.21
4-May-2017,14853.85,14906.28,14841.16,14880.86
5-May-2017,14889.65,14897.87,14664.19,14718.48
8-May-2017,14763.29,14834.45,14759.14,14792.60
9-May-2017,14826.68,14850.20,14779.37,14821.13
10-May-2017,14854.91,14970.56,14853.91,14949.54
11-May-2017,14996.55,15051.78,14943.57,14957.13
12-May-2017,14976.70,14978.01,14791.68,14854.45
15-May-2017,14902.22,15046.85,14901.95,15040.47
16-May-2017,15055.29,15092.39,15022.69,15080.39
17-May-2017,15101.83,15122.77,15060.10,15076.97
18-May-2017,15024.37,15025.01,14737.85,14750.85
19-May-2017,14825.23,14888.96,14521.57,14644.00
22-May-2017,14716.69,14762.16,14456.81,14467.10
23-May-2017,14482.81,14482.81,14091.11,14240.88
24-May-2017,14284.57,14292.33,13995.23,14037.70
25-May-2017,14095.20,14265.46,14052.45,14227.01
26-May-2017,14260.33,14535.09,14244.24,14519.90
29-May-2017,14557.04,14575.88,14297.56,14369.90
30-May-2017,14369.37,14508.27,14276.66,14489.76
31-May-2017,14556.74,14652.14,14541.41,14625.29
1-June-2017,14643.29,14711.83,14628.20,14696.19
2-June-2017,14746.35,14814.59,14746.35,14801.48
5-June-2017,14834.09,14880.55,14809.35,14824.06
6-June-2017,14862.26,14868.57,14679.16,14732.39
7-June-2017,14759.96,14820.29,14741.75,14800.85
8-June-2017,14839.82,14883.00,14802.37,14834.42
9-June-2017,14844.02,14883.73,14778.08,14875.36
12-June-2017,14872.51,14875.62,14760.26,14796.09
13-June-2017,14855.04,14892.55,14774.20,14798.20
14-June-2017,14801.65,14809.10,14701.26,14799.41
15-June-2017,14815.95,14835.98,14751.74,14781.77
16-June-2017,14803.41,14893.18,14773.69,14807.33
19-June-2017,14844.76,14886.82,14805.32,14817.74
20-June-2017,14858.14,14898.10,14826.33,14845.29
21-June-2017,14866.28,14880.85,14819.76,14850.74
22-June-2017,14882.07,14942.82,14739.89,14763.07
23-June-2017,14787.85,14801.86,14508.79,14583.81
27-June-2017,14613.48,14630.83,14375.65,14468.88
28-June-2017,14497.09,14541.29,14404.55,14502.69
29-June-2017,14544.84,14628.48,14535.40,14552.49
30-June-2017,14546.97,14661.40,14485.75,14644.48
3-July-2017,14687.98,14822.40,14664.73,14809.37
4-July-2017,14859.21,14890.13,14729.39,14758.84
5-July-2017,14795.30,14921.78,14770.00,14901.99
6-July-2017,14942.07,15010.00,14926.45,14947.35
7-July-2017,14938.69,14985.51,14914.04,14941.77
10-July-2017,14985.07,15055.24,14980.89,15041.54
11-July-2017,15077.20,15098.58,14910.06,14923.06
12-July-2017,14958.77,15093.96,14954.13,15084.34
13-July-2017,15134.18,15206.41,15126.84,15153.54
14-July-2017,15190.98,15212.10,15087.86,15187.41
17-July-2017,15206.71,15247.90,15155.84,15197.45
18-July-2017,15193.90,15233.09,15086.44,15106.85
19-July-2017,15144.21,15268.69,15144.21,15258.83
20-July-2017,15259.15,15275.91,15161.49,15179.27
21-July-2017,15197.35,15235.27,15075.99,15185.53
24-July-2017,15191.87,15264.89,15190.20,15226.41
25-July-2017,15256.53,15322.65,15230.38,15312.60
26-July-2017,15356.04,15405.89,15314.46,15339.76
27-July-2017,15373.78,15441.01,15235.05,15255.66
28-July-2017,15246.13,15342.45,15201.52,15329.56
31-July-2017,15362.32,15401.86,15322.07,15389.57
1-August-2017,15435.12,15481.65,15425.49,15458.31
2-August-2017,15487.74,15490.75,15366.92,15411.96
3-August-2017,15444.82,15469.98,15307.07,15335.12
4-August-2017,15314.18,15478.21,15251.46,15436.95
7-August-2017,15481.16,15631.85,15476.50,15600.27
8-August-2017,15605.46,15642.07,15357.80,15413.15
9-August-2017,15375.57,15377.29,15107.55,15156.67
10-August-2017,15136.28,15138.29,14576.83,14755.85
11-August-2017,14674.64,14896.74,14484.70,14726.27
14-August-2017,14782.51,15110.69,14782.33,15092.62
16-August-2017,15135.11,15299.50,15068.80,15282.34
17-August-2017,15298.45,15406.63,15207.20,15228.52
18-August-2017,15199.66,15243.39,15084.93,15208.46
21-August-2017,15292.34,15304.11,14959.07,14987.43
22-August-2017,15033.67,15124.59,14889.70,14925.89
23-August-2017,14973.48,15148.74,14970.92,15131.38
24-August-2017,15152.15,15266.96,15134.38,15252.10
28-August-2017,15284.66,15426.24,15283.86,15407.92
29-August-2017,15408.81,15428.24,15259.63,15277.65
30-August-2017,15306.37,15525.21,15306.24,15505.84
31-August-2017,15530.59,15558.18,15487.72,15539.79
1-September-2017,15562.98,15708.71,15562.95,15686.66
4-September-2017,15709.73,15741.04,15432.69,15580.42
5-September-2017,15599.21,15691.99,15570.60,15678.15
6-September-2017,15652.27,15741.59,15567.25,15705.00
7-September-2017,15784.91,15852.89,15776.99,15823.86
8-September-2017,15846.83,15906.14,15706.95,15754.75
11-September-2017,15833.81,15914.33,15832.86,15865.88
12-September-2017,15941.67,16050.42,15928.50,16037.09
13-September-2017,16100.75,16142.25,15899.78,15926.70
14-September-2017,16056.73,16092.14,15948.69,16017.12
15-September-2017,15986.94,16029.88,15895.86,15972.74
18-September-2017,16032.53,16141.17,16032.53,16089.94
19-September-2017,16114.99,16168.93,16081.75,16110.83
20-September-2017,16139.53,16183.88,16080.84,16099.28
21-September-2017,16116.12,16158.88,15902.61,16044.21
22-September-2017,16018.87,16019.40,15584.27,15609.89
25-September-2017,15636.78,15639.05,15189.03,15432.53
26-September-2017,15428.43,15562.08,15383.28,15500.05
27-September-2017,15510.52,15582.71,15164.48,15191.97
28-September-2017,15246.51,15354.97,15129.78,15309.29
29-September-2017,15344.32,15547.08,15344.32,15436.01
3-October-2017,15516.98,15622.34,15513.29,15554.67
4-October-2017,15608.95,15668.47,15591.20,15614.56
5-October-2017,15645.10,15746.42,15642.68,15691.81
6-October-2017,15735.53,15859.33,15732.86,15840.15
9-October-2017,15865.20,15929.97,15801.27,15834.13
10-October-2017,15849.54,15957.60,15849.54,15935.68
11-October-2017,15970.92,16035.27,15736.00,15804.59
12-October-2017,15826.87,15970.72,15786.17,15959.53
13-October-2017,16012.91,16019.03,15948.75,15966.69
16-October-2017,16012.38,16073.06,15952.62,16050.23
17-October-2017,16047.72,16131.47,16040.44,16114.50
18-October-2017,16145.93,16160.14,16074.70,16115.98
19-October-2017,16182.53,16192.77,16017.82,16076.42
23-October-2017,16089.51,16190.80,16078.62,16147.97
24-October-2017,16177.65,16207.66,16144.38,16181.73
25-October-2017,16297.11,16338.73,16157.54,16249.36
26-October-2017,16278.61,16378.94,16199.31,16334.36
27-October-2017,16359.61,16442.45,16359.61,16379.58
30-October-2017,16426.34,16587.14,16426.25,16565.32
31-October-2017,16604.82,16641.83,16522.57,16587.98
1-November-2017,16663.26,16734.54,16627.52,16646.61
2-November-2017,16713.84,16809.96,16689.18,16725.35
3-November-2017,16777.85,16796.41,16654.94,16713.11
6-November-2017,16731.20,16829.46,16698.16,16789.79
7-November-2017,16848.68,16879.64,16487.68,16543.46
8-November-2017,16600.34,16647.50,16376.50,16416.61
9-November-2017,16507.84,16607.84,16379.89,16577.92
10-November-2017,16599.70,16662.69,16498.89,16562.69
13-November-2017,16605.49,16626.95,16521.25,16530.97
14-November-2017,16569.36,16581.55,16474.63,16494.72
15-November-2017,16493.09,16526.11,16278.66,16328.64
16-November-2017,16353.45,16529.49,16350.87,16504.06
17-November-2017,16615.11,16758.80,16614.97,16673.33
20-November-2017,16722.75,16790.20,16664.81,16777.79
21-November-2017,16824.53,16872.28,16737.89,16794.23
22-November-2017,16816.58,16829.23,16697.22,16785.41
23-November-2017,16806.98,16850.56,16733.56,16836.18
24-November-2017,16848.89,16952.13,16848.71,16934.32
27-November-2017,16930.29,17033.48,16875.99,17022.21
28-November-2017,17051.59,17093.66,16995.95,17038.75
29-November-2017,17065.39,17110.66,16974.21,17010.51
30-November-2017,17002.43,17004.33,16887.35,16917.44
1-December-2017,16964.52,17083.18,16723.32,16757.27
4-December-2017,16841.24,16884.32,16665.57,16742.60
5-December-2017,16753.86,16837.14,16617.84,16812.07
6-December-2017,16802.91,16838.85,16650.39,16662.88
7-December-2017,16680.28,16913.23,16680.28,16893.61
8-December-2017,16970.96,17057.76,16962.53,17044.36
11-December-2017,17112.36,17133.43,17049.42,17106.29
12-December-2017,17101.22,17108.98,16918.70,16933.29
13-December-2017,16944.28,16981.94,16755.96,16790.64
14-December-2017,16835.40,16887.87,16686.50,16806.40
15-December-2017,16900.92,17002.48,16900.92,16974.72
18-December-2017,16975.59,17195.16,16604.84,17104.40
19-December-2017,17148.75,17366.87,17147.49,17356.19
20-December-2017,17385.88,17484.05,17369.72,17418.72
21-December-2017,17443.79,17564.50,17435.37,17553.71
22-December-2017,17607.38,17653.68,17524.22,17573.78
26-December-2017,17626.14,17720.57,17605.98,17706.94
27-December-2017,17744.97,17783.81,17614.65,17673.64
28-December-2017,17722.27,17752.90,17651.95,17691.93
29-December-2017,17762.26,17851.03,17751.73,17822.40
1-January-2018,17878.16,17993.06,17809.59,17835.83
2-January-2018,17858.58,17928.27,17624.80,17725.47
3-January-2018,17755.32,17868.87,17751.26,17819.32
4-January-2018,17840.22,17963.81,17827.84,17945.62
5-January-2018,18008.98,18098.24,18001.46,18070.03
8-January-2018,18137.73,18265.48,18135.32,18247.55
9-January-2018,18283.64,18321.37,18123.69,18173.91
10-January-2018,18208.62,18236.83,18051.04,18118.24
11-January-2018,18140.84,18219.00,18088.57,18167.77
12-January-2018,18221.69,18247.05,17976.05,18137.03
15-January-2018,18194.47,18256.93,18100.33,18128.88
16-January-2018,18145.21,18159.83,17777.59,17813.94
17-January-2018,17813.20,17958.14,17556.23,17932.37
18-January-2018,18029.54,18060.14,17514.72,17629.45
19-January-2018,17641.26,17794.61,17545.25,17765.00
22-January-2018,17781.87,17895.62,17702.58,17876.50
23-January-2018,17924.54,18123.57,17922.43,18078.73
24-January-2018,18075.45,18124.91,17951.08,17975.83
25-January-2018,18009.57,18047.17,17822.01,17841.19
29-January-2018,17885.58,17931.42,17686.53,17710.30
30-January-2018,17688.54,17698.39,17514.98,17591.39
31-January-2018,17571.06,17574.88,17241.93,17364.20
1-February-2018,17367.49,17389.19,17003.21,17270.90
2-February-2018,17160.98,17162.38,16523.84,16574.70
5-February-2018,16422.72,16601.65,16076.41,16559.55
6-February-2018,16108.03,16403.12,15776.22,16281.09
7-February-2018,16410.68,16567.16,16316.82,16350.74
8-February-2018,16374.47,16672.45,16372.15,16649.07
9-February-2018,16435.12,16685.72,16344.95,16634.91
12-February-2018,16746.12,16900.34,16741.41,16852.46
14-February-2018,16937.90,17014.68,16838.32,16881.48
15-February-2018,16927.77,17009.85,16753.18,16803.24
16-February-2018,16828.19,16932.65,16558.43,16602.35
19-February-2018,16653.92,16678.47,16286.58,16428.66
20-February-2018,16426.40,16517.97,16363.16,16419.51
21-February-2018,16444.76,16484.25,16323.31,16411.46
22-February-2018,16398.39,16404.78,16292.47,16322.14
23-February-2018,16328.83,16574.76,16328.83,16562.03
26-February-2018,16617.40,16714.67,16600.34,16684.87
27-February-2018,16718.56,16743.73,16576.23,16601.05
28-February-2018,16528.23,16597.03,16426.00,16562.59
1-March-2018,16573.71,16646.91,16438.18,16461.27
5-March-2018,16442.89,16448.02,16251.29,16304.42
6-March-2018,16360.89,16473.44,16121.22,16167.85
7-March-2018,16170.76,16170.76,15935.82,15954.41
8-March-2018,16013.58,16095.47,15805.61,16043.55
9-March-2018,16094.95,16145.09,15966.61,15987.27
12-March-2018,16057.18,16125.95,15959.20,16108.27
13-March-2018,16104.51,16326.56,16079.54,16269.25
14-March-2018,16269.75,16338.56,16212.04,16315.44
15-March-2018,16349.81,16458.43,16332.21,16394.99
16-March-2018,16411.31,16450.74,16198.68,16219.13
19-March-2018,16269.19,16271.21,15932.67,15962.99
20-March-2018,15928.97,16047.44,15847.79,15995.82
21-March-2018,16039.88,16188.63,16007.62,16031.70
22-March-2018,16046.69,16087.20,15892.36,15910.68
23-March-2018,15762.90,15762.90,15567.56,15694.11
26-March-2018,15681.22,15922.27,15608.19,15880.73
27-March-2018,15932.25,16090.50,15926.79,16048.33
28-March-2018,16007.70,16031.97,15931.52,15962.59
2-April-2018,15982.86,16205.66,15976.85,16186.32
3-April-2018,16190.30,16343.90,16172.96,16335.01
4-April-2018,16370.73,16474.98,16166.95,16184.97
