Date,Open,High,Low,Close
20-July-2016,11917.73,12029.99,11914.66,12027.46
21-July-2016,12052.48,12106.81,12004.63,12010.36
22-July-2016,12022.69,12119.15,12013.67,12107.31
25-July-2016,12136.16,12236.62,12132.50,12234.49
26-July-2016,12259.96,12298.09,12134.26,12149.74
27-July-2016,12161.14,12257.53,12158.49,12208.80
28-July-2016,12241.26,12328.88,12239.58,12281.68
29-July-2016,12297.69,12370.86,12295.21,12309.95
1-August-2016,12355.32,12423.35,12255.57,12321.74
2-August-2016,12335.56,12375.93,12208.52,12219.79
3-August-2016,12228.35,12237.80,12061.03,12080.49
4-August-2016,12128.87,12169.52,12069.98,12127.78
5-August-2016,12163.81,12315.06,12163.34,12306.59
8-August-2016,12355.38,12406.09,12351.97,12393.81
9-August-2016,12408.66,12416.91,12308.08,12338.22
10-August-2016,12353.07,12385.97,12180.78,12192.06
11-August-2016,12206.27,12247.84,12121.17,12189.23
12-August-2016,12202.09,12278.83,12195.26,12214.23
16-August-2016,12230.10,12240.86,12174.30,12212.88
17-August-2016,12224.08,12307.51,12220.92,12280.20
18-August-2016,12300.47,12413.92,12300.25,12403.69
19-August-2016,12421.75,12486.00,12421.56,12459.46
22-August-2016,12485.26,12509.04,12425.25,12442.47
23-August-2016,12442.59,12482.54,12400.20,12433.78
24-August-2016,12444.33,12531.42,12444.23,12515.13
25-August-2016,12541.89,12593.17,12485.09,12501.70
26-August-2016,12518.41,12566.23,12475.28,12487.12
29-August-2016,12504.88,12513.84,12444.35,12498.81
30-August-2016,12523.87,12637.08,12523.71,12626.09
31-August-2016,12642.54,12698.47,12637.59,12648.79
1-September-2016,12664.95,12689.53,12582.41,12598.98
2-September-2016,12615.76,12672.67,12615.52,12644.06
6-September-2016,12678.41,12773.32,12677.22,12764.34
7-September-2016,12791.96,12853.33,12780.62,12816.46
8-September-2016,12838.31,12926.93,12837.54,12922.41
9-September-2016,12934.01,12947.29,12843.52,12861.39
12-September-2016,12737.78,12737.78,12551.93,12559.70
14-September-2016,12566.84,12718.42,12560.69,12711.56
15-September-2016,12731.60,12799.77,12730.74,12745.83
16-September-2016,12779.72,12887.20,12710.29,12764.87
19-September-2016,12794.56,12856.48,12793.48,12831.06
20-September-2016,12846.42,12866.74,12783.03,12797.66
21-September-2016,12817.93,12903.04,12812.15,12821.36
22-September-2016,12893.49,12972.04,12893.37,12948.98
23-September-2016,12972.28,13043.23,12948.71,12958.90
26-September-2016,12964.43,12989.14,12873.63,12887.38
27-September-2016,12912.68,12993.87,12888.48,12904.32
28-September-2016,12917.69,13047.23,12916.45,13039.04
29-September-2016,13074.28,13154.81,12423.13,12514.50
30-September-2016,12526.41,12795.63,12511.33,12780.80
3-October-2016,12829.72,13128.85,12829.64,13122.21
4-October-2016,13153.83,13221.76,13147.54,13208.73
5-October-2016,13249.82,13305.12,13213.22,13290.03
6-October-2016,13321.32,13381.31,13159.90,13225.58
7-October-2016,13245.81,13285.61,13173.61,13222.40
10-October-2016,13244.39,13311.27,13244.32,13255.93
13-October-2016,13257.72,13261.38,12944.12,13068.37
14-October-2016,13092.74,13188.04,13087.44,13176.76
17-October-2016,13207.60,13262.28,13090.32,13107.91
18-October-2016,13138.93,13289.69,13138.88,13278.83
19-October-2016,13314.56,13384.04,13311.70,13351.89
20-October-2016,13380.41,13465.97,13380.39,13418.93
21-October-2016,13443.76,13448.81,13397.96,13432.21
24-October-2016,13461.92,13535.86,13461.89,13501.46
25-October-2016,13512.91,13539.32,13452.62,13518.83
26-October-2016,13528.96,13574.12,13409.61,13428.98
27-October-2016,13437.35,13437.68,13282.48,13325.57
28-October-2016,13347.32,13468.13,13342.91,13454.03
30-October-2016,13529.88,13594.67,13528.98,13583.14
1-November-2016,13595.27,13619.30,13543.28,13556.89
2-November-2016,13501.28,13502.07,13297.55,13307.38
3-November-2016,13317.82,13414.88,13148.01,13167.23
4-November-2016,13182.83,13209.18,12790.19,12877.48
7-November-2016,12954.48,13104.24,12954.48,13030.48
8-November-2016,13069.58,13123.77,12992.16,13051.76
9-November-2016,12459.08,12729.38,11815.71,12704.10
10-November-2016,12824.40,13063.59,12823.80,12926.78
11-November-2016,12893.37,12893.59,12469.80,12485.07
15-November-2016,12515.67,12516.57,11836.10,11902.01
16-November-2016,11982.52,12120.24,11822.69,11908.11
17-November-2016,11929.80,11981.37,11803.86,11839.79
18-November-2016,11854.48,11895.24,11754.73,11868.94
21-November-2016,11899.69,11911.92,11487.39,11493.81
22-November-2016,11525.69,11657.49,11462.87,11626.80
23-November-2016,11667.30,11816.18,11637.26,11805.55
24-November-2016,11803.17,11838.33,11736.35,11792.28
25-November-2016,11822.92,12038.80,11822.72,12027.70
28-November-2016,12036.51,12155.93,12010.57,12106.77
29-November-2016,12130.49,12264.92,12128.16,12173.66
30-November-2016,12202.03,12334.18,12202.03,12329.65
1-December-2016,12367.77,12406.31,12243.90,12250.42
2-December-2016,12239.13,12239.13,12079.99,12083.20
5-December-2016,12090.39,12125.35,12062.79,12114.72
6-December-2016,12144.39,12216.50,12144.25,12164.11
7-December-2016,12188.68,12224.25,12085.27,12101.77
8-December-2016,12147.00,12262.66,12140.76,12256.25
9-December-2016,12283.74,12348.41,12283.27,12320.08
12-December-2016,12336.66,12337.74,12211.04,12230.63
13-December-2016,12253.79,12255.29,12197.20,12222.52
14-December-2016,12231.99,12263.07,12111.22,12118.38
15-December-2016,12094.43,12227.91,12050.27,12143.41
16-December-2016,12159.49,12192.64,12103.74,12113.52
19-December-2016,12121.19,12127.15,12050.66,12057.69
20-December-2016,12068.67,12103.72,11940.18,11947.14
21-December-2016,11971.13,12003.31,11945.18,11950.88
22-December-2016,11951.73,11953.73,11788.25,11801.82
23-December-2016,11805.91,11854.77,11751.29,11796.94
26-December-2016,11802.73,11803.82,11541.11,11548.74
27-December-2016,11554.28,11728.62,11516.23,11720.83
28-December-2016,11751.03,11906.33,11750.95,11823.11
29-December-2016,11843.36,11959.28,11834.41,11954.52
30-December-2016,11971.44,12088.52,11971.44,12046.13
2-January-2017,12082.10,12202.73,12078.39,12190.15
3-January-2017,12217.81,12330.54,12213.56,12315.16
4-January-2017,12343.06,12416.07,12343.06,12372.70
5-January-2017,12410.76,12500.19,12410.68,12493.47
6-January-2017,12514.33,12562.67,12423.50,12440.33
9-January-2017,12456.46,12514.10,12450.17,12495.71
10-January-2017,12519.91,12588.47,12519.91,12583.35
11-January-2017,12611.15,12722.50,12610.90,12706.75
12-January-2017,12737.60,12760.00,12673.45,12686.59
13-January-2017,12711.21,12732.61,12632.60,12689.85
16-January-2017,12706.09,12770.87,12679.64,12762.09
17-January-2017,12787.27,12855.26,12785.21,12804.76
18-January-2017,12825.74,12914.18,12824.63,12883.38
19-January-2017,12897.37,12943.68,12890.38,12925.58
20-January-2017,12925.01,12939.09,12751.71,12761.01
23-January-2017,12767.77,12851.99,12765.01,12821.07
24-January-2017,12843.16,12944.54,12841.46,12930.37
25-January-2017,12961.47,13048.96,12961.30,13042.86
27-January-2017,13067.36,13170.17,13066.96,13112.12
30-January-2017,13118.80,13152.00,13059.52,13069.85
31-January-2017,13090.53,13093.45,12923.64,12935.66
1-February-2017,12952.47,13155.83,12933.37,13153.14
2-February-2017,13168.28,13292.31,13146.75,13278.62
3-February-2017,13310.99,13430.01,13310.87,13422.10
6-February-2017,13468.82,13578.68,13468.82,13539.72
7-February-2017,13573.38,13604.55,13485.92,13528.05
8-February-2017,13551.47,13582.22,13480.24,13557.60
9-February-2017,13603.77,13664.98,13530.90,13582.89
10-February-2017,13613.94,13655.95,13590.05,13601.31
13-February-2017,13646.50,13659.12,13465.18,13523.65
14-February-2017,13539.78,13543.81,13425.21,13438.83
15-February-2017,13450.87,13451.43,13217.82,13234.82
16-February-2017,13250.02,13419.17,13235.10,13413.95
17-February-2017,13444.99,13500.81,13439.98,13467.64
20-February-2017,13494.66,13597.13,13491.31,13589.63
21-February-2017,13606.47,13667.84,13605.83,13651.91
22-February-2017,13663.04,13695.35,13564.69,13573.03
23-February-2017,13577.68,13629.94,13577.59,13587.78
27-February-2017,13613.60,13656.11,13601.21,13609.88
28-February-2017,13628.68,13703.94,13627.14,13690.81
1-March-2017,13723.04,13792.19,13722.29,13752.82
2-March-2017,13787.04,13833.59,13559.16,13574.48
3-March-2017,13572.89,13631.60,13546.02,13620.17
6-March-2017,13658.75,13713.42,13656.30,13670.73
7-March-2017,13682.60,13707.19,13649.77,13675.18
8-March-2017,13690.24,13723.18,13574.33,13632.90
9-March-2017,13638.73,13688.77,13607.08,13620.79
10-March-2017,13633.49,13700.44,13585.90,13604.96
14-March-2017,13774.41,13828.32,13732.62,13767.48
15-March-2017,13792.36,13873.66,13792.36,13858.52
16-March-2017,13891.94,14013.16,13891.82,14006.40
17-March-2017,14037.15,14075.43,13964.00,14012.63
20-March-2017,14044.35,14071.88,14027.82,14054.99
21-March-2017,14080.32,14099.48,13967.83,14027.93
22-March-2017,14005.54,14005.54,13890.74,13901.92
23-March-2017,13942.76,14046.58,13942.76,14027.94
24-March-2017,14045.15,14134.66,14044.86,14077.61
27-March-2017,14103.00,14127.77,14048.81,14071.28
28-March-2017,14121.42,14194.67,14121.41,14153.37
29-March-2017,14192.40,14224.40,14180.10,14196.72
30-March-2017,14234.26,14340.22,14233.56,14331.25
31-March-2017,14368.51,14447.47,14365.27,14433.86
3-April-2017,14466.98,14621.47,14466.74,14620.23
5-April-2017,14650.23,14791.29,14650.15,14784.68
6-April-2017,14803.82,14821.32,14718.68,14750.97
7-April-2017,14745.13,14848.14,14658.51,14681.42
10-April-2017,14722.97,14809.42,14722.84,14776.03
11-April-2017,14808.20,14930.76,14806.53,14924.87
12-April-2017,14948.65,14986.64,14709.27,14852.27
13-April-2017,14879.82,14957.37,14870.59,14881.16
17-April-2017,14904.99,14962.83,14847.97,14954.16
18-April-2017,15017.92,15130.50,14833.73,14844.11
19-April-2017,14863.44,14968.55,14828.04,14957.30
20-April-2017,15020.99,15132.94,15019.68,15128.08
21-April-2017,15171.56,15276.31,15119.51,15166.31
24-April-2017,15199.88,15315.19,15199.88,15291.26
25-April-2017,15349.02,15431.44,15347.97,15379.89
26-April-2017,15435.34,15486.40,15177.60,15282.66
27-April-2017,15316.27,15346.66,15263.63,15279.49
28-April-2017,15315.64,15383.30,15291.24,15372.51
2-May-2017,15420.72,15489.47,15343.46,15420.80
3-May-2017,15456.62,15491.10,15413.76,15430.96
4-May-2017,15469.78,15527.42,15455.02,15485.75
5-May-2017,15514.46,15525.73,15295.67,15355.84
8-May-2017,15398.55,15476.07,15397.88,15462.58
9-May-2017,15496.95,15576.39,15496.12,15544.63
10-May-2017,15594.03,15687.98,15593.88,15661.65
11-May-2017,15705.76,15750.03,15642.77,15653.40
12-May-2017,15684.17,15684.51,15497.28,15528.83
15-May-2017,15578.50,15668.00,15578.39,15650.37
16-May-2017,15688.75,15725.37,15674.16,15709.59
17-May-2017,15731.68,15739.49,15664.74,15680.87
18-May-2017,15627.33,15627.33,15341.45,15361.56
19-May-2017,15419.10,15549.11,15181.59,15227.07
22-May-2017,15289.99,15348.05,15042.57,15054.14
23-May-2017,15082.89,15084.43,14593.61,14769.86
24-May-2017,14790.92,14849.86,14518.20,14556.57
25-May-2017,14587.79,14857.78,14587.79,14848.73
26-May-2017,14890.37,15096.27,14879.76,15086.26
29-May-2017,15119.56,15142.37,14847.33,14855.13
30-May-2017,14866.30,14934.83,14751.98,14924.04
31-May-2017,14954.90,15104.57,14954.36,15080.21
1-June-2017,15100.80,15244.64,15094.28,15234.24
2-June-2017,15280.75,15333.26,15273.06,15311.17
5-June-2017,15349.62,15430.60,15347.12,15409.95
6-June-2017,15435.30,15477.00,15248.66,15310.53
7-June-2017,15334.85,15455.28,15334.49,15425.86
8-June-2017,15464.28,15505.36,15407.88,15472.55
9-June-2017,15485.16,15564.77,15449.24,15549.17
12-June-2017,15553.04,15558.73,15445.63,15454.06
13-June-2017,15484.53,15598.30,15483.54,15517.93
14-June-2017,15539.52,15605.33,15494.10,15588.68
15-June-2017,15601.47,15683.92,15599.59,15645.89
16-June-2017,15665.00,15760.25,15649.29,15667.24
19-June-2017,15711.75,15751.33,15639.22,15653.97
20-June-2017,15680.83,15736.28,15664.65,15679.72
21-June-2017,15693.80,15746.19,15673.76,15696.27
22-June-2017,15735.53,15810.78,15598.11,15609.49
23-June-2017,15626.19,15645.13,15305.62,15381.90
27-June-2017,15434.55,15446.36,15102.82,15141.08
28-June-2017,15155.39,15214.32,15057.09,15161.32
29-June-2017,15214.17,15369.31,15213.96,15310.21
30-June-2017,15301.09,15429.08,15215.92,15410.52
3-July-2017,15445.42,15583.48,15445.14,15572.66
4-July-2017,15596.14,15671.12,15541.92,15566.93
5-July-2017,15590.33,15748.16,15588.86,15740.60
6-July-2017,15782.00,15877.56,15781.62,15789.67
7-July-2017,15815.65,15864.58,15784.41,15830.76
10-July-2017,15875.11,15935.89,15874.55,15899.12
11-July-2017,15937.59,15972.84,15798.29,15806.43
12-July-2017,15830.07,15904.15,15823.71,15897.01
13-July-2017,15952.64,16018.62,15952.40,15963.57
14-July-2017,15981.71,16009.47,15823.49,15908.01
17-July-2017,15942.74,15961.11,15879.98,15910.08
18-July-2017,15906.35,15952.13,15805.56,15817.60
19-July-2017,15853.78,15984.19,15853.78,15974.57
20-July-2017,16008.91,16050.59,15991.51,15999.88
21-July-2017,16037.57,16064.31,15899.94,15992.63
24-July-2017,16039.78,16106.18,16029.07,16035.76
25-July-2017,16062.30,16090.58,16008.86,16054.25
26-July-2017,16083.39,16186.13,16082.90,16098.64
27-July-2017,16139.94,16182.07,15993.58,16015.47
28-July-2017,16011.22,16088.39,15968.84,16071.22
31-July-2017,16110.55,16123.14,16071.09,16093.56
1-August-2017,16130.73,16149.57,16049.99,16074.83
2-August-2017,16097.75,16134.59,16036.89,16063.47
3-August-2017,16094.15,16096.72,15899.70,15911.34
4-August-2017,15917.85,15941.16,15868.88,15926.63
7-August-2017,15964.70,16131.31,15962.61,16109.21
8-August-2017,16132.15,16153.56,15861.36,15904.04
9-August-2017,15896.63,15897.17,15600.29,15634.50
10-August-2017,15619.54,15619.54,14958.19,15071.08
11-August-2017,14968.94,15146.34,14700.83,15036.33
14-August-2017,15119.01,15427.38,15117.88,15409.20
16-August-2017,15457.35,15620.08,15414.89,15611.68
17-August-2017,15655.04,15773.48,15654.62,15694.53
18-August-2017,15666.24,15666.73,15501.66,15617.95
21-August-2017,15664.19,15715.66,15453.82,15467.87
22-August-2017,15494.92,15585.85,15354.41,15388.62
23-August-2017,15433.74,15577.52,15433.61,15575.51
24-August-2017,15612.97,15674.77,15598.75,15646.60
28-August-2017,15681.08,15824.39,15681.08,15817.55
29-August-2017,15803.13,15807.20,15649.06,15656.02
30-August-2017,15707.92,15891.65,15707.78,15867.74
31-August-2017,15879.85,16004.76,15879.35,15991.63
1-September-2017,16034.61,16168.29,16033.17,16130.12
4-September-2017,16146.83,16174.53,15874.32,16030.15
5-September-2017,16054.93,16204.75,16054.29,16193.18
6-September-2017,16176.77,16285.96,16119.36,16255.17
7-September-2017,16310.13,16395.11,16306.10,16338.63
8-September-2017,16384.38,16455.15,16288.58,16325.20
11-September-2017,16393.34,16477.87,16387.01,16451.70
12-September-2017,16499.08,16629.84,16496.95,16617.84
13-September-2017,16643.08,16700.88,16496.89,16519.56
14-September-2017,16652.74,16683.44,16585.17,16625.30
15-September-2017,16601.73,16707.53,16530.16,16687.76
18-September-2017,16759.31,16877.76,16756.17,16833.58
19-September-2017,16861.74,16942.17,16832.97,16893.67
20-September-2017,16934.10,16981.65,16853.91,16870.84
21-September-2017,16896.07,16949.37,16604.44,16784.82
22-September-2017,16773.76,16776.22,16260.49,16293.03
25-September-2017,16301.16,16313.99,15718.33,15963.13
26-September-2017,15974.71,16189.63,15965.96,16136.28
27-September-2017,16188.09,16289.51,15766.14,15797.37
28-September-2017,15820.54,15952.20,15747.73,15939.52
29-September-2017,15975.00,16200.72,15975.00,16113.68
3-October-2017,16186.66,16278.67,16162.30,16192.58
4-October-2017,16220.73,16343.45,16211.88,16320.23
5-October-2017,16354.37,16474.93,16353.40,16449.18
6-October-2017,16495.49,16645.56,16494.17,16629.23
9-October-2017,16673.11,16771.96,16655.53,16733.03
10-October-2017,16778.81,16905.62,16778.16,16892.50
11-October-2017,16955.16,17032.52,16634.70,16710.76
12-October-2017,16768.47,16910.20,16741.16,16903.65
13-October-2017,16945.95,17002.85,16916.55,16925.66
16-October-2017,16996.03,17062.50,16933.82,16976.17
17-October-2017,16998.00,17082.59,16995.73,17066.15
18-October-2017,17085.57,17108.45,17048.39,17063.39
19-October-2017,17138.68,17174.09,17027.21,17081.44
23-October-2017,17108.95,17170.03,17023.26,17096.55
24-October-2017,17134.77,17245.48,17133.50,17191.68
25-October-2017,17300.80,17352.52,17135.34,17159.30
26-October-2017,17193.31,17306.21,17140.66,17256.76
27-October-2017,17316.81,17375.13,17289.47,17303.66
30-October-2017,17358.29,17530.41,17354.18,17519.75
31-October-2017,17555.27,17624.84,17523.96,17600.49
1-November-2017,17667.89,17763.72,17667.36,17697.18
2-November-2017,17754.67,17835.44,17696.24,17768.87
3-November-2017,17828.34,17903.96,17807.89,17856.03
6-November-2017,17896.24,17990.32,17870.48,17910.90
7-November-2017,17989.45,18032.91,17596.24,17668.37
8-November-2017,17701.34,17772.20,17442.58,17497.99
9-November-2017,17561.24,17702.88,17454.01,17631.37
10-November-2017,17649.64,17748.67,17554.46,17643.82
13-November-2017,17698.96,17729.69,17560.85,17570.77
14-November-2017,17614.28,17665.51,17522.68,17539.60
15-November-2017,17546.34,17546.34,17227.39,17273.40
16-November-2017,17290.98,17473.80,17290.95,17462.86
17-November-2017,17567.16,17715.63,17567.08,17605.13
20-November-2017,17637.34,17761.08,17628.41,17747.21
21-November-2017,17794.67,17898.67,17769.92,17813.07
22-November-2017,17853.67,17913.10,17789.81,17853.48
23-November-2017,17898.06,18018.32,17840.78,17943.86
24-November-2017,17972.37,18069.76,17969.84,18024.55
27-November-2017,18042.44,18168.23,18007.67,18163.92
28-November-2017,18189.87,18273.66,18156.06,18213.65
29-November-2017,18252.84,18324.83,18184.12,18211.07
30-November-2017,18204.32,18265.31,18094.76,18228.87
1-December-2017,18296.20,18411.37,17991.76,18017.48
4-December-2017,18080.72,18138.83,17893.06,17924.37
5-December-2017,17927.25,17933.54,17745.69,17918.71
6-December-2017,17937.05,18011.57,17787.22,17800.83
7-December-2017,17828.09,18048.23,17824.76,18031.24
8-December-2017,18076.98,18247.81,18074.01,18211.88
11-December-2017,18275.48,18366.16,18242.87,18251.77
12-December-2017,18262.98,18280.06,18118.71,18127.92
13-December-2017,18152.97,18200.94,17945.61,17981.85
14-December-2017,18009.75,18052.13,17800.49,17923.45
15-December-2017,18033.66,18188.58,18033.61,18170.65
18-December-2017,18165.99,18358.83,17670.39,18252.68
19-December-2017,18307.63,18529.43,18300.30,18527.85
20-December-2017,18571.35,18740.17,18571.35,18674.53
21-December-2017,18719.19,18893.34,18717.29,18881.04
22-December-2017,18927.32,19053.91,18927.20,18991.20
26-December-2017,19068.11,19141.27,19034.55,19111.80
27-December-2017,19155.33,19209.85,18975.92,19048.28
28-December-2017,19082.39,19170.81,19060.77,19109.23
29-December-2017,19174.22,19262.44,19170.49,19230.72
1-January-2018,19272.67,19445.26,19253.62,19279.96
2-January-2018,19336.06,19400.51,19038.06,19158.24
3-January-2018,19209.74,19379.32,19209.54,19345.46
4-January-2018,19428.21,19526.33,19414.77,19515.64
5-January-2018,19572.97,19723.72,19570.70,19704.92
8-January-2018,19825.57,19915.46,19824.55,19895.77
9-January-2018,19934.13,19981.71,19836.32,19911.17
10-January-2018,19961.33,19995.84,19792.44,19903.31
11-January-2018,19932.71,20088.87,19914.14,19983.93
12-January-2018,20044.15,20142.69,19816.99,19993.19
15-January-2018,20072.24,20183.45,20031.01,20046.90
16-January-2018,20088.16,20110.84,19585.66,19602.95
17-January-2018,19605.00,19702.21,19224.49,19687.57
18-January-2018,19791.31,19889.26,19200.94,19285.84
19-January-2018,19313.95,19471.81,19220.36,19456.16
22-January-2018,19500.43,19619.86,19492.74,19608.01
23-January-2018,19653.18,19742.83,19605.78,19651.16
24-January-2018,19652.06,19702.72,19460.46,19474.99
25-January-2018,19494.76,19549.19,19327.10,19342.18
29-January-2018,19396.76,19468.29,19112.16,19129.14
30-January-2018,19125.31,19125.56,18868.99,18873.58
31-January-2018,18870.66,18924.10,18621.07,18716.77
1-February-2018,18756.89,18884.74,18442.47,18717.40
2-February-2018,18630.08,18630.08,17731.95,17847.53
5-February-2018,17596.10,17846.36,17248.47,17781.79
6-February-2018,17294.15,17481.36,16944.94,17392.07
7-February-2018,17586.35,17844.97,17586.35,17731.63
8-February-2018,17800.30,18189.32,17799.88,18131.19
9-February-2018,17924.91,18208.55,17759.83,18172.98
12-February-2018,18252.31,18505.02,18252.31,18463.38
14-February-2018,18563.36,18672.37,18455.39,18492.69
15-February-2018,18532.78,18595.33,18207.13,18258.16
16-February-2018,18296.10,18403.46,17960.62,18035.75
19-February-2018,18053.10,18066.30,17705.37,17857.08
20-February-2018,17858.09,17959.84,17805.24,17831.04
21-February-2018,17868.26,17937.02,17753.48,17800.14
22-February-2018,17772.22,17802.10,17708.54,17723.73
23-February-2018,17729.15,18005.43,17726.15,17996.22
26-February-2018,18070.51,18170.61,18069.78,18154.12
27-February-2018,18191.74,18257.76,18080.75,18090.13
28-February-2018,18048.78,18153.06,17928.22,18127.93
1-March-2018,18151.85,18239.80,18070.19,18084.94
5-March-2018,18077.69,18078.17,17829.96,17888.24
6-March-2018,17948.90,18055.80,17610.90,17652.32
7-March-2018,17631.14,17631.39,17252.08,17270.49
8-March-2018,17308.00,17425.17,17063.97,17357.35
9-March-2018,17388.83,17477.01,17280.00,17305.92
12-March-2018,17379.15,17442.43,17287.78,17403.29
13-March-2018,17400.92,17669.15,17384.52,17602.36
14-March-2018,17594.33,17641.42,17536.69,17612.92
15-March-2018,17635.89,17787.34,17622.39,17754.55
16-March-2018,17800.78,17840.36,17554.21,17576.44
19-March-2018,17622.05,17651.66,17200.77,17228.38
20-March-2018,17192.98,17276.91,17082.80,17191.97
21-March-2018,17224.48,17421.32,17206.18,17244.42
22-March-2018,17268.24,17314.70,17054.19,17064.12
23-March-2018,16916.66,16916.66,16650.70,16801.18
26-March-2018,16813.25,16947.31,16692.51,16923.37
27-March-2018,16983.00,17197.95,16983.00,17152.93
28-March-2018,17142.17,17142.19,16975.76,16994.36
2-April-2018,17067.67,17409.18,17060.47,17394.27
3-April-2018,17405.50,17640.55,17393.06,17628.45
4-April-2018,17676.70,17838.78,17441.04,17449.75
